18,1
18,15
18,23
18,31
18,75
18,91
18,103
18,135
18,139
18,169
18,179
18,181
19,9
19,13
19,19
19,21
19,23
19,25
19,27
19,31
19,35
19,37
19,43
19,47
19,55
19,65
19,69
19,73
19,75
19,79
19,81
19,83
19,89
19,99
19,107
19,109
19,115
19,119
19,123
19,131
19,141
19,143
19,147
19,149
19,151
19,161
19,167
19,183
19,197
27,13
27,15
27,33
27,39
27,43
27,45
27,47
27,49
27,63
27,73
27,79
27,83
27,91
27,99
27,101
27,103
27,105
27,117
27,127
27,129
27,133
27,143
27,145
27,147
27,149
27,161
27,165
27,173
37,7
37,13
37,17
37,19
37,29
37,41
37,45
37,47
37,49
37,51
37,53
37,55
37,61
37,65
37,71
37,75
37,77
37,79
37,85
37,93
37,101
37,103
37,107
37,109
37,119
37,127
37,131
37,133
37,135
37,137
37,141
37,145
37,147
37,149
37,153
37,155
37,157
37,163
37,167
37,191
40,1
40,3
40,5
40,7
40,11
40,15
40,21
40,23
40,25
40,29
40,33
40,35
40,39
40,43
40,45
40,47
40,51
40,53
40,55
40,57
40,59
40,63
40,65
40,67
40,69
40,71
40,73
40,75
40,77
40,85
40,87
40,89
40,91
40,93
40,95
40,97
40,99
40,103
40,105
40,107
40,111
40,117
40,123
40,125
40,127
40,129
40,133
40,135
40,139
40,141
40,143
40,147
40,149
40,151
40,153
